CSF,Cortical GM,WM,Ventricles,Cerebellum,Brainstem,Caudate Right,Caudate Left,Lentiform Right,Lentiform Left,Thalamus Left,Thalamus Right,TTV,TBV,ICV
68646.38,168044.75,173302.25,3603.75,26143.13,7300,2155.63,2237,3499.38,3491.63,5090.63,5188.88,408809.5,412413.25,481059.63
62492.75,153085.75,152076.38,3093.5,24945.25,7096,1734.63,1811.13,3514,3413,4785.88,4767.88,367684.13,370777.63,433270.38
66315,135996.13,128668.63,5733.75,26311.13,5555.5,1648.75,1717.25,2493.38,2545.38,3911.38,3917.88,321034.38,326768.13,393083.13
55374.25,125448.13,119333.88,3588.88,18894.25,5002.25,1218.63,1275.38,2650.75,2804.5,3647.5,3530.25,292329.38,295918.25,351292.5
75210.25,135969.13,131932,6321.13,23900.63,5969.88,1752,1767.13,2947.63,2949.13,4181.88,4206.75,324807.38,331128.5,406338.75
68209.25,157581.75,140615.75,4433.25,24870.75,6319.88,1862.13,1882.88,2923.38,3210.75,4510.25,4599,359232.75,363666,431875.25
62333.5,129482.13,123379.25,3002.63,21999,5389,1329.25,1432.25,2559.13,2540.13,3726.63,3683.13,303970.88,306973.5,369307
80323.38,156217.13,144786.13,3994.13,30222.38,6707.25,1764.5,1728,3350.63,3409.88,4736.88,4689,367766.75,371760.88,452084.25
79350,157664,169693.75,6884.75,26086.75,6944.38,2183.88,2043.63,2885.25,3156,4960.5,4896.5,391487.75,398372.5,477722.5
52867.5,140028.75,131580.63,3333.88,25857.13,6097.25,1614.13,1669.75,2709.5,2752.88,4290.13,4181.38,330089.63,333423.5,386291
68606.75,161388.38,152848.25,3581.13,27453.25,6796.25,1965.38,2102.5,3683.75,3598.38,4624.25,4668.13,380358,383939.13,452545.88
84465.13,183898.75,192114.38,7503,27872,7611.63,2292.25,2413.88,4017.5,4110.88,4963.88,5143.63,447205.38,454708.38,539173.5
69314.75,152150.13,151814.13,3615.25,27384.25,6599.13,1975.13,1934.75,3023.5,3165.75,4647.75,4657.13,367597.88,371213.13,440527.88
87159.75,145036.25,145798.75,4437.88,23723.88,6176.5,1610.13,1605.88,2970.25,3009.25,4442,4437.13,348159.38,352597.25,439757
68958.13,164706.63,157488.75,3955.75,25325,6646.88,2101,2309,3224.13,3220.75,4540.38,4698.13,386094.88,390050.63,459008.75
71852.88,150998.63,154901.25,5560,25301.13,6589,1615.13,1630,3138,3112.38,4279.88,4450.88,365846.75,371406.75,443259.63
80434.38,140150.5,122146.88,5018.88,23834.75,5768.88,1349.75,1398.38,2947.38,2882,3952.38,3910.38,317158,322176.88,402611.25
75227.63,132080.5,130130.88,6186.38,24793.63,6582.5,1826.63,1852.13,3088.75,3134.38,3925.75,3870.75,321329.88,327516.25,402743.88
80483.25,137501.25,127081.63,5135.25,22575.13,5840.5,1435.5,1474.13,2861.88,2817,4058.63,4194.5,318940.38,324075.63,404558.88
71505.25,159648.5,158960.25,4948.38,23459.13,6645.63,2022.88,2140.5,3682.5,3758.75,4599.88,4736.63,380212.63,385161,456666.25
82466.13,173143.88,174202.88,5917.88,28826.63,6946.13,1927.25,2001.88,3585.13,3700.63,4769.63,4754.25,414947.38,420865.25,503331.38
62111.88,150318.38,156905.13,4064.75,25179.25,6565.75,2006.63,2057.38,3398.5,3401,4710.13,4759.13,370052.63,374117.38,436229.25
45646.75,121098.88,119106.25,2867.25,23635,6068,1663.63,1904.5,2958.75,2920.75,3993.25,4090.5,296680,299547.25,345194
67204,138566.88,143429.38,3730,23705.25,6567.88,1765.13,1784,3233.25,3249.13,4272.38,4333.5,341828,345558,412762
70932,155771.38,145078.63,4709.63,27287.63,6559.63,1857.38,1959.25,3702.13,3633.38,4486.88,4631.63,366084.38,370794,441726
67785.75,134642.5,133589.25,5127.75,22096.38,5901,1429.38,1569,3276.5,3085.63,4133.5,4392.25,323229.38,328357.13,396142.88
80480.13,149649.63,139635.13,4997.75,29103,6649.5,1668.13,1698.5,3021.38,3080.88,4629.5,4572.5,353922,358919.75,439399.88
69429,127868.13,139324.63,3311.13,22816.25,6158.88,1396.88,1468.25,3138.13,3038.25,4213.25,4263.25,322356.5,325667.63,395096.63
66885.13,139640.38,144970.13,5980.75,25614.75,6343.25,1638.25,1720.88,3038,2972.38,4359.88,4406.5,344798.63,350779.38,417664.5
66017.88,138804.63,133341.38,3510.88,23031.63,6112,1460.38,1546.75,2593.63,2615.63,4194.13,4161.75,327324.5,330835.38,396853.25
69929.38,148075.25,145672,3486.13,24137.5,6290.88,1661.25,1739.38,3066.88,3081.25,4222.25,4295.75,352052.88,355539,425468.38
86268.5,156247.63,149032.38,4941.63,25701.75,6430.13,2110.88,2354.13,3490.13,3357.75,4711.13,4837.75,369681.88,374623.5,460892
59475.13,141268.88,144204.63,3483.75,23576.75,6086.5,1751,1837.25,2909,2781.75,4254,4367.88,342009,345492.75,404967.88
87638.63,155404.13,146754.5,5549.38,27725.88,6561.88,1809.63,1950.5,3216.75,3150.13,4269.75,4429.5,366369.38,371918.75,459557.38
75011.38,133474.88,137376.25,5920.13,22129.63,5898.13,1581,1628,2874.75,2768.5,4026,4078.88,324313.5,330233.63,405245
85894.88,161958,151260.75,4344.13,26092.5,6919.88,1862.63,1865.5,3427.63,3491.13,4628.25,4663,377307.63,381651.75,467546.63
74768.5,155139.13,153807,6191.88,25798.38,6479.38,1723.25,1881.25,3153.75,3117,3985.88,4214.25,369029.5,375221.38,449989.88
69601.13,151297,146879,3397.88,22800.5,6339.5,1772.25,1877.13,3444.88,3410.75,4302.75,4325.13,356884,360281.88,429883
71398.38,145662.75,137719.38,4982.63,25051.38,6490.25,1758.13,1681.5,3110.5,3203.5,4404.13,4298.25,342946.13,347928.75,419327.13
79224.25,151837.88,152107.13,4011.88,25023.25,6509.5,1916.88,1963.88,2825.75,2903.38,4429.38,4449.75,364099,368110.88,447335.13
51614.88,137731.63,131967.5,2482.38,20723.38,5706.38,1570.75,1607.88,2978.88,2955.75,4252.38,4435.88,323090.75,325573.13,377188
57225.13,143721.63,128385.75,3022.25,24261,5910.13,1716.5,1709.75,3009.25,3247.13,3855.75,3805,328910.13,331932.38,389157.5
60000,140140.88,126083.38,3166,24985.25,6361.63,1656,1795.13,3273.38,3251.88,4669.38,4672.75,327437.13,330603.13,390603.13
89830,172055,161956.88,5461.75,27317.25,7011.88,1874.38,2019.75,3589.5,3532.38,5142.63,5007.88,400551.88,406013.63,495843.63
93234.88,142546.75,136271.5,7798.38,24888.13,6645.88,1625.5,1794.88,3260,3156.13,4012.88,4083.5,337865.5,345663.88,438898.75
86639.63,151159,151097.63,5463.63,27330.5,6463.38,1732.5,1685.63,2982.25,3047.25,4807.38,4800.88,365379.25,370842.88,457482.5
61606.75,130087,117925,4417.88,23948.75,5626.13,1527,1617.88,2647.25,2745.88,3922.63,3934.25,302693.13,307111,368717.75
76538.25,163686.5,153649.88,4642,28003.88,6811.75,1680.38,1752.13,3131.75,3082.38,4554.25,4534.25,381337,385979,462517.25
62015,162279.63,164305,3329.25,26173.13,6902.63,2094.88,2239,3529.75,3273.38,4724,4826.5,391421.38,394750.63,456765.63
58252.5,148481.5,131968.13,3917.75,28076.63,6300.13,1800.5,1791.75,2977.63,3223.88,4573.63,4460.75,344106.13,348023.88,406276.38
78296.13,158306.13,138373.63,4218.25,27307.88,6655.25,1822.5,1894.25,2990.38,2999.88,4741.63,4737.13,360125,364343.25,442639.38
73291.5,161355.63,159580.5,4468.88,27192.63,6449.38,1476.38,1611.5,3002.25,2928.63,4310,4451.13,383096.5,387565.38,460856.88
85466,145600.5,137508.75,4075,26061.38,6354.38,1561.38,1758.25,3239.38,3268.75,4602,4552.13,343916.63,347991.63,433457.63
85301.75,155951.88,146584.25,5211.38,26438.75,6701.5,1942.63,2020,3424.13,3391.13,4937.13,5032,367360.13,372571.5,457873.25
74110.63,146373.38,142817.38,3226.25,22713.38,6081,1616.25,1719.88,3159.5,3173,4501.75,4512.75,346738.63,349964.88,424075.5
63095,130984.38,118914.63,5672.5,27153.38,6455.13,1680.25,1689.75,2922,2993.25,3730.88,3756.88,309296.88,314969.38,378064.38
79364.38,156746.63,154376.13,7798,29803.13,6512.38,1881.25,1827.63,3140.38,3083.5,4919,5099.13,377615.38,385413.38,464777.75
55951.13,168743,154634.5,3418.38,28747.75,7457.25,2548.13,2562.38,3408.75,3484.63,5333.63,5408.88,393532.88,396951.25,452902.38
86198.75,154690.25,151784.13,4388.13,28761,7270.25,1927.88,1979.63,3511.13,3572.5,5044.75,4969.88,374961.25,379349.38,465548.13
65435.25,187307.63,169662.75,5900.25,27895.13,6576.38,1927.88,2042.75,3232.13,3028.38,4850.63,5101,422769.75,428670,494105.25
78193.5,157811.25,148111.75,7089.63,27351.75,6563.75,1815.5,1881.88,3316.38,3339.63,4435.88,4549,369157.5,376247.13,454440.63
70279.88,160347.75,141847.63,4112.38,24311.75,6216.13,1798.25,1875.5,3112.63,3222.63,4699.25,4627.5,362350.63,366463,436742.88
76169.63,163307.75,158081,6581.75,24296.13,6515.88,2051.75,2178.38,3676.63,3489.13,4815.5,4838.38,384270,390851.75,467021.38
60301.38,138841.38,125898.13,3257.75,24847.25,5714.63,1449.25,1521.5,2855.5,2926.25,4058.63,3989,321328.25,324586,384887.38
116503.63,186235.5,160651.25,5795,29769.5,7085.25,2061.75,2094.88,3397.38,3566.5,5092.13,4981.38,416535.5,422330.5,538834.13
74738.13,170985.5,164326.13,6338.38,30278.75,6874.25,1794.25,1963.5,3559.88,3290.13,4799.75,4982.88,403432.13,409770.5,484508.63
99133.5,171191.75,144681.88,5319.38,26100.13,6271.5,1677.13,1805.75,3438.25,3359.63,4443.38,4445.5,377651,382970.38,482103.88
64436.38,153418.25,140628.13,2738,26005.5,6710.88,1693.13,1495.88,2859.63,2827.13,4658.88,4859.88,355753,358491,422927.38
62973.38,163097.38,146263.25,3142.63,26887,6331.38,1758.63,1867.75,3139.38,3141.13,4664.63,4754.13,372371.13,375513.75,438487.13
64958.25,149931.13,139332.5,4071.63,25263.88,6737,1684.5,1647.5,3164,3129.88,4445.13,4541.13,350525.5,354597.13,419555.38
71379.38,176218.75,166687.38,5930.38,30051.63,7042.13,1763.88,1808.5,3066,3162.13,4644.63,4703.75,409649.63,415580,486959.38
104224.5,175429.75,148172.5,5495.5,27271.25,6573.5,1839.75,1896,3308.5,3318.38,4709.5,4650.13,387630.5,393126,497350.5
78015.88,170329,157595.75,7515.88,27052.13,6778,2078.25,1979.13,3354.5,3272.63,4677.25,4801.63,392528.38,400044.25,478060.13
81777.5,171765,155635.63,4760.38,32708,7341.88,1936.75,2133.88,3684.88,3477.88,4928.38,4951.75,399932.63,404693,486470.5
84897,175453,150749.13,6111.75,28261.75,6860.13,1993.13,2179.75,3795.88,3649.5,4549.13,4683.75,393542.13,399653.88,484550.88
71936.5,178013.38,159565.5,3272.63,30059.13,7145.13,1994.75,2130.25,3524.25,3418.38,5130.5,5363.5,407902,411174.63,483111.13
90085.38,168425.25,159808.25,4656.75,28075.88,7146,1730.13,1877.25,3275.88,3278.5,4816.88,4790.63,394468.5,399125.25,489210.63
84316.75,197734,175405.63,4503.25,30521,6940.75,2297.5,2483,4033,4191.5,4706.38,4757.88,444859.5,449362.75,533679.5
94329.88,184769.13,153660,6340.13,29016.38,6733.63,1910.5,2065,3746.88,3601.63,4695.75,4961.5,406481.5,412821.63,507151.5
97336.63,201620,164018.25,6114.13,33054.63,7729.63,1931.25,2110.88,3765.13,3494.88,5223,5352.25,440352.63,446466.75,543803.38
73693,170692.38,142559.5,4340.5,28396.88,6959.75,1903.88,1955.5,3495.88,3542.63,5087,5005.25,380501.88,384842.38,458535.38
63462.88,150038.88,126457.13,4390,26633.25,6344.63,1670.5,1687.63,3044.75,2969.88,4201.38,4362.13,337491.38,341881.38,405344.25
102424.13,184807,150266.5,5918.38,30215.5,7210.25,1978.5,2060.5,3548.38,3458.5,4885.88,4977,404944.75,410863.13,513287.25
91621.63,183124.63,167538.63,4839.13,32785.88,7458.63,2076.63,2092.63,3755.25,3611.75,5062.5,5103.88,425163.63,430002.75,521624.38
97867.88,176328.88,156400.88,5280.13,30072,6950.75,2117.75,2292.38,4227.63,4069,4834.5,4825.13,403602.38,408882.5,506750.38
80840.13,163166.25,145204.88,4129.5,28443.63,7153.13,1779.13,1982.5,3420.38,3154.75,4628.88,4718.88,374068.38,378197.88,459038
